Puzzle,Solution
0000420000401000,3124421323411432
2000034000233000,2431134241233214
1324041041023000,1324241341323241
0040043040030210,1342243141233214
0410014000004320,2413314212344321
3001042000000100,3241142343122134
0410000401023040,2413132441323241
0300010004200200,4312213414233241
1023000000400030,1423231431424231
0321010000020010,4321214314323214
0430321020034001,1432321421434321
1302003100044023,1342243132144123
0002000012430420,4132231412433421
0324040000023000,1324241341323241
0001020001020400,4321123431422413
4100324104031020,4132324124131324
0213012400020001,4213312414322341
2040412010003012,2341412312343412
2000000003404003,2134342113424213
0400100403000100,3412123423414123
2100030130001030,2143432132141432
0010203030411020,4312213432411423
0210000020000040,3214412324311342
1020320040020030,1423324143122134
0120000004011342,4123321424311342
1000000031002400,1243431231242431
0031004000100100,2431134232144123
4201000020001000,4231314223141423
1302421304200100,1342421334212134
3001003010000400,3241413213242413
0002201310004000,3142241312344321
0301000200000004,2341143242133124
1300240141033010,1342243141233214
3104240012430002,3124243112434312
0001000200101000,4231314223141423
0140200002300000,3142241312344321
0340002304000230,2341412334121234
0024403130000000,1324423134122143
0200030101022413,1234432131422413
4031132400030010,4231132421433412
1200300003140030,1243342123144132
3014000220004001,3214143221434321
0003001002010304,2143341242311324
3004000000200100,3214143243212143
2100401000000023,2134431232411423
1204030024103140,1234432124133142
0040020104030300,3142423114232314
2000000000003240,2413132441323241
3102420123000000,3142423123141423
1403304140002100,1423324143122134
0000000002010102,2413132432414132
4302203030411020,4312213432411423
1000301400400000,1432321421434321
1042000002144120,1342243132144123
0000032131402003,1234432131422413
4013100020003000,4213134221343421
2100000100000200,2143432114323214
1004001000400030,1324241332414132
1003020043100004,1423324143122134
0004400023011430,3124421323411432
4231130021400000,4231132421433412
0000341203004123,1234341223414123
0300140031000203,2341143231244213
0004003103021200,3124243143121243
3000000010020041,3124421314322341
0040043001044000,2341143231244213
0300000210030001,2314413212433421
2400034041203200,2431134241233214
1030000030000410,1234432131422413
1002040001030210,1342243141233214
2410130400404030,2413132432414132
0002023020040420,3142423123141423
0100000200004200,2143341213244231
0100001000000243,4132231434211243
0010012400320341,4213312414322341
3100240312040021,3142241312344321
0120001003400030,3124421323411432
0300000001040213,2341143231244213
4200000403000000,4213312423411432
0204402100133040,1234432124133142
0100000000420003,2134342113424213
0000004302011004,3412214342311324
0314010012030420,2314413212433421
1000000120033040,1234432124133142
0024400023001030,3124421323411432
0040400114020010,2143432114323214
0102001412433400,4132231412433421
4000000431022000,4321123431422413
3400203010404203,3421213413424213
3421200000001342,3421213442131342
0020000012430000,3124243112434312
0103204000343012,4123234112343412
1340240100200000,1342243141233214
0000103000420000,4321123431422413
0002200131044203,1432234131244213
0142041000200000,3142241343211234
0341100000000000,2341143242133124
0030030140030004,1432234142133124
4000304010000410,4132324113242413
1400231040013040,1423231442313142
0020041001000040,1324241341323241
0000200002300002,4123234112343412
0300001001303201,1324241341323241
2000134201000204,2431134241233214
0040000100003010,2143432114323214
0040201000040001,3142241312344321
0230002120133042,1234432124133142
0002023020410000,3412123423414123
4000210014303204,4321214314323214
2000030001003001,2413132441323241
0000134202040120,2431134232144123
2003402000323214,2143432114323214
0130002042100042,2134342142131342
2013000430000102,2413132432414132
0400010000030042,3421213442131342
2143000000000000,2143432114323214
1203002100002014,1243342141322314
4300000314300200,4321214314323214
3020203010400302,3124243112434312
0302004004013000,4312124324313124
0021120020140132,3421124323144132
2000041240311320,2143341242311324
1000003030022140,1324423134122143
3021000300140130,3421124323144132
2003430110003010,2143432114323214
0000000202103004,2341143242133124
0213012020011402,4213312423411432
1300000330000000,1324241332414132
0000000032010400,2134431232411423
0132001400003421,4132231412433421
0000100400002001,3412123441232341
4031310003101003,4231314223141423
0120003000020000,3124243143121243
0000200000004231,1423231431424231
0024400300300040,3124421314322341
0000030200003041,2134431214233241
3140201012000321,3142241312344321
1042043100004103,1342243132144123
1000430000013000,1243431224313124
0400004020300000,1423324121344312
2100300210200001,2143341213244231
0020200100000010,4123234112343412
0040001343000000,3142241343211234
1004040332014100,1324241332414132
4031132030120003,4231132434122143
0000010010202400,3241413213242413
3402004340310304,3412214342311324
0020420004002041,3124421314322341
2403314200044300,2413314212344321
0004413004010240,2314413234211243
0004040110000010,2134342113424213
0123301420300302,4123321424311342
4002203014200200,4312213414233241
0401004201003014,2431134241233214
4201030034120103,4231132434122143
0024200002010000,1324241332414132
0403000000023240,2413132441323241
2410002030400100,2413132432414132
0324041032404002,1324241332414132
0000010303000400,3214412313422431
4013000201043420,4213134221343421
0003000004020200,2143432114323214
0402204042300020,3412214342311324
2301400302043012,2341412312343412
0010104004010000,4213134234212134
0000043200000004,2341143242133124
0400204000200000,1432234131244213
0214010000000000,3214412313422431
0000020000000314,3142423114232314
0000001420000300,4123321424311342
0000201000210243,4132231434211243
4210300400400430,4213312423411432
0000010002100002,3421213442131342
0300240001203010,1342243141233214
2000103242003100,2341143242133124
0000100040313100,2314142342313142
0001020303000032,3421124323144132
0023021004300300,4123321424311342
2100031230001023,2134431232411423
4030004000100020,4132324124131324
0004100203210040,3214143243212143
4001000010023014,4321214314323214
0002200030104103,1342243132144123
3401010000100040,3421213442131342
4002020024100320,4132324124131324
0100001000204031,2143341213244231
1000230030424000,1423231431424231
4120234104101000,4123234134121234
0004040000020200,1324241341323241
1200040020004032,1243342123144132
0001310400430310,2431312412434312
2041043202100020,2341143242133124
0000300010002304,4231314214232314
1032204001244000,1432234131244213
0300103002100124,2341143242133124
0043040000044000,1243342123144132
2043000210204200,2143341213244231
4230132030122000,4231132434122143
0024003000001000,3124243143121243
0200003203000140,3214143243212143
3000042040000000,3241142343122134
0240040340000130,3241142343122134
0020320020000000,4123321424311342
0403304000344001,2413314212344321
0310003000210240,2314413234211243
0040102300044302,3241142321344312
0024000002410100,1324241332414132
0140402030141002,2143432132141432
2003000200004300,2413314212344321
1340040000200010,1342243141233214
0042021030210030,1342421334212134
4300210410233000,4312213414233241
4000200000400421,4132231412433421
4000102000000003,4231132434122143
1000000220004103,1234341223414123
3004000310300341,3124421314322341
0032201402000001,4132231412433421
0230000124100142,1234432124133142
1200340020000003,1234341223414123
0423020100022000,1423324143122134
0000002400010402,4213312423411432
3000140221030020,3214143221434321
0243042101300004,1243342141322314
0040000034000004,1342421334212134
0341410310043002,2341412312343412
0031032430020140,4231132434122143
0032000100000100,1432234142133124
1403320100040302,1423324121344312
4000030000002100,4231132434122143
0130300100000210,2134342113424213
0103400000300200,2143432114323214
0030000003001003,4231314223141423
4200014014230300,4231314214232314
2040002002303012,2341412312343412
0412020420414100,3412123423414123
0001000200003010,2431134241233214
1004240000400100,1324241332414132
1200040240000000,1234341241232341
0000000103100400,3142423123141423
0041103000240003,2341143231244213
0000430102040402,2143432132141432
0000300000020013,2134342113424213
0002020000000304,4132324124131324
3120020000002000,3124421314322341
4320200330141030,4321214332141432
0000103001400403,4321123431422413
0003102400000201,2413132441323241
0103301400000000,4123321413422431
0000403010002010,3142423114232314
0420000000302010,3421124341322314
4000100021003402,4231132421433412
0000010003120240,2431312443121243
4003004001340401,4213134221343421
3004240100004002,3124243112434312
2003030400000200,2413132441323241
4103034100000412,4123234112343412
0321010300303004,4321214314323214
0204040000212003,3214143243212143
0001012010343000,2341412312343412
0040001300044320,3142241312344321
0301000334120030,2341412334121234
0002000000033020,4132231412433421
0001020430422013,4321123431422413
0030000001020410,1234432131422413
2040402110023210,2143432114323214
0030342013024200,2134342113424213
0430000000103004,1432234142133124
4030000214002300,4231314214232314
3400210042100340,3421213442131342
0040100201040000,2341143231244213
0013000441320040,2413132441323241
0300000030004002,1324241332414132
1340040002004103,1342243132144123
3000000013000431,3214412313422431
1004432020100102,1234432124133142
0300100300202401,4312124331242431
0241042321000000,3241142321344312
0200412000420031,3214412313422431
0000000203414023,1234341223414123
1002043132004103,1342243132144123
0002020320000000,4312124324313124
0200301000030040,1234341241232341
2004000010020200,2134342113424213
0102023000101420,3142423123141423
3102400010032304,3142423114232314
0002420021003020,1342421321343421
0000400110320004,2143432114323214
4030014003000420,4231314223141423
0012100331200030,4312124331242431
0031034032104023,2431134232144123
0400001020030000,1432321421434321
0014410010420431,3214412313422431
0301000304121004,2341412334121234
0342203000004020,1342243132144123
0000020010030004,3142423114232314
0010004300300000,3412214342311324
0010004243001030,2413314243211234
3004002013400031,3214412313422431
0204340000002300,1234341241232341
0400030042300100,1423231442313142
2403000212340020,2413314212344321
0120204010340010,4123234112343412
0020030000303140,1423231442313142
1324003000400012,1324423121433412
0000340010000003,2134342113424213
4000200400410020,4312213432411423
0401000010000010,2431312412434312
3201403200130020,3241413224131324
0030234101044013,1432234131244213
4012004300013004,4312124324313124
0100043102434302,3124243112434312
0001014000303010,4321214314323214
0014012320310002,3214412324311342
4012010404200240,4312213414233241
0000000100434000,3124243112434312
4030132001030012,4231132421433412
0420000000400200,1423231431424231
0000012000001042,3214412324311342
0420004323140002,3421124323144132
0400000040032341,3412123441232341
0300102302000100,2314142342313142
0102041300011034,3142241343211234
0142020120101020,3142423123141423
0403300010300300,2413314212344321
2104401204200201,2134431214233241
0140400100000000,3142423123141423
1423000000013002,1423231442313142
3042000123141400,3142423123141423
0021000314323014,4321214314323214
1304400134000140,1324423134122143
0420003403424003,3421213413424213
3000000300040312,3241142321344312
0000423101003012,1324423121433412
4201004220100400,4231314223141423
0000400320043020,1342421321343421
3100400014020040,3124421314322341
0010310003001030,2413314243211234
0243030000040400,1243431231242431
4000004000100320,4132324124131324
0203000404002041,4213312414322341
0203401001000031,1243431231242431
0423031000310142,1423231442313142
1403000043102034,1423324143122134
0100000040030040,2134342142131342
0200430000003040,1234432124133142
2003100440003201,2413132441323241
3000400004000300,3124421314322341
0230100000430000,4231132421433412
0042001003200004,3142241343211234
4020000002100430,4321214332141432
4210010023401402,4213312423411432
4130030002430401,4132231412433421
0001140301304312,3241142321344312
0000000000244001,2143341213244231
2030342010000213,2134342113424213
0243300041000314,1243342141322314
0032321020404020,1432321421434321
4000020000002400,4132324113242413
0020320410020000,4123321413422431
0030102400000002,4231132421433412
1020003130120003,1324423134122143
2314403230200040,2314413234211243
0004043110000012,3124243112434312
0301010002043010,2341412312343412
3000403000000024,3241413224131324
0002000343210200,3142241343211234
0430234102003100,1432234142133124
0200004010232004,4231314214232314
0102300103200000,4132324113242413
4002010400200040,4312213414233241
0230014003001420,4231314223141423
1400324101000312,1423324121344312
0300010030041000,4321214332141432
0400000010030010,2431312412434312
0040002130141432,2143432132141432
4203104220003420,4213134221343421
0000010410020000,3421213413424213
3000201003000234,3142241343211234
0000420000230000,3142423114232314
1034000130022403,1234432131422413
4200004000043400,4213134221343421
1004023100000412,1324423121433412
0210010010022430,3214412313422431
2000102302000000,2314142342313142
3214100003200043,3214143243212143
0000403103040023,3142423123141423
0000012302340002,2341412312343412
0000200003011200,3142241343211234
2410304000211034,2413314243211234
0304410002400400,2314413212433421
0400324000000000,1423324121344312
4302000304303020,4312124324313124
0001120341020300,3421124341322314
1000324001000302,1423324121344312
1030021440002040,1432321443212143
0100000010300301,3142241312344321
0120021304020000,3124421314322341
0001104200033200,2431134241233214
0204040203004100,1234341223414123
0342240040203204,1342243141233214
3010400024301042,3214412324311342
2103002030000000,2143432132141432
4120001400001002,4123321424311342
3010020023404023,3412123423414123
2010000001003001,2413132441323241
0000000000424003,2134342113424213
0200001220000100,1234341223414123
0010000034210100,4213134234212134
0243302000144102,1243342123144132
3102400000030000,3142423114232314
0000014000001230,2413314243211234
0100031232410003,2134431232411423
0000024110200000,4132324113242413
1234030000133140,1234432124133142
0042023100230314,3142423114232314
2004003004200000,2314413234211243
3040200340001200,3142241343211234
1040340000302304,1243342141322314
2400000400000200,2413132441323241
4001300003001020,4231314223141423
1020420020033410,1324423121433412
0000040100000310,3124243112434312
0000042003022034,3241142343122134
0010000021340400,4213134221343421
0100431200233200,2134431214233241
0000000400010023,3412123423414123
0030030002000020,2134431232411423
1340043040033004,1342243141233214
0100031000233040,2134431214233241
4020200002340002,4123234112343412
0400000420400100,3412123423414123
0003134230200030,4213134234212134
0041002034121230,2341412334121234
3124203100404300,3124243112434312
1423201440000002,1423231442313142
0031034000233014,2431134241233214
0400020000340312,1423324121344312
0100230034100204,4123234134121234
1342020030000100,1342421334212134
3000001000300021,3142241312344321
0203134221003001,4213134221343421
0030002020100042,1234432124133142
3000000340000300,3412214342311324
0000010400010003,4312213432411423
1300040002144003,1342243132144123
0000000402014100,2413132432414132
0300000020300004,4312124324313124
0003234034120000,4123234134121234
0104031230000420,2134431232411423
4003000000300400,4123234112343412
4021014310000200,4321214314323214
0310013000030241,4312213414233241
1300000100000004,1342243141233214
0213000400322040,4213312414322341
0104040000400002,3124243112434312
0340021000010000,1342421334212134
0012020000000004,4312124324313124
2031300000034302,2431312412434312
0430300412400312,2431312412434312
3012000440230340,3412123441232341
0030001000430000,4132231412433421
2014002302013002,2314142342313142
0032231400010043,4132231434211243
0400004000004030,3421124323144132
3201002003002000,3241142343122134
0312000030410400,4312213432411423
2030040000020000,2134342113424213
0300240332410102,1324241332414132
0000000004001230,2341412334121234
0000300403011402,4213312423411432
4130201034000240,4132231434211243
0300000200400001,2314413212433421
4310124330000030,4312124331242431
1432020003002100,1432321443212143
0423001400013140,1423231442313142
2403100000000100,2413132432414132
3142023120000000,3142423123141423
3000410004030324,3241413224131324
4300120324303020,4312124324313124
0000124030000430,4312124331242431
2004342002130002,2134342142131342
0010410324011300,3214412324311342
0341000042100000,2341143242133124
1030402004000040,1234432124133142
3001000040000040,3421213442131342
1203000220303120,1243431224313124
2000302400020000,2431312443121243
2004013010430020,2314413212433421
0400004200230010,2431134241233214
0010010400000020,4312213432411423
0014402303420401,3214412313422431
0432021021000021,1432321421434321
0003000000300240,2413132441323241
0401310410004012,2431312412434312
4010310020011430,4213312423411432
0213010004322000,4213312414322341
1240401000242001,1243431231242431
0321103000133100,4321123424133142
0020103404030042,4321123424133142
0320210002001432,4321214332141432
0100001404300000,4123321424311342
0000100300400030,2314142331424231
1002243100230014,1342243141233214
0200301003000020,1234341223414123
0020210410420210,3421213413424213
0100002013404000,2134342113424213
0300100431402410,4321123431422413
0040200141203000,1342243141233214
4201130420033000,4231132421433412
1004400000030142,1234432124133142
0300400202403000,2314413212433421
1203431001202000,1243431231242431
4230310204032000,4231314214232314
1034402000130140,1234432124133142
0230300220141023,4231314223141423
0403300000340312,1423324121344312
0010000030200203,2314413234211243
0140000040000034,3142241343211234
2300013010433021,2314413212433421
0301200300320000,4321214314323214
0314000012000021,2314413212433421
4032020004001300,4132324124131324
0100000100040403,3142423123141423
0004000124103102,1234432124133142
1304041000404032,1324241332414132
0030400024133142,1234432124133142
0000040100024013,2134342113424213
2134031210000040,2134431214233241
1420030400010000,1423231442313142
2310002000013000,2314142342313142
1000201000023001,1324241341323241
3120200012000310,3124243112434312
0402010010000231,3412214313244231
2004000000030020,2314413212433421
0020230100300002,4123234112343412
0000000103120030,1423324143122134
4020300020010002,4123321424311342
0100234000101030,4123234134121234
0000020020404320,1432321421434321
1002200002044020,1342243132144123
3002210300301004,3412214342311324
0041000000100230,2341412334121234
0002004300200000,4312124331242431
4132030404001003,4132231434211243
3000040100001040,3124243143121243
0000320120004010,1423324121344312
3204410310022400,3214412313422431
0024400303010030,3124421323411432
4120034000020004,4123234134121234
0012013032001403,4312213432411423
0040401000010024,1243431224313124
0400204131204200,1432234131244213
3000013040031042,3421213442131342
0400002000400310,2431312412434312
0032324100042403,4132324113242413
0020000003400400,3124421323411432
0123204000040000,4123234112343412
0000400200003040,2134431214233241
3400010313044201,3412214313244231
3004200010430000,3124243112434312
3400100040202040,3412123441232341
3241140001040010,3241142321344312
4000000031020003,4321123431422413
0100040000300020,3142241312344321
0001030004120100,4231132434122143
0040010302043012,2341412312343412
2143001200310004,2143341242311324
3040400000001004,3241413224131324
4032000404211003,4132231434211243
4003000020000002,4213312423411432
3010400320001302,3214412324311342
4231030004120040,4231132434122143
0213312004002301,4213312414322341
0300020020003000,1324423121433412
0000000030204010,1432234131244213
0010100302000040,2314142342313142
0300140031200003,2341143231244213
0340000030044123,1342243132144123
1002021334010000,1342421334212134
0430310000404002,2431312412434312
0000210303204230,3412214313244231
2003300203240230,2143341213244231
1030041001230040,1234341241232341
0124001303010402,3124421323411432
0130020000001020,4132324124131324
3400024041022304,3421124341322314
1020040332004132,1324241332414132
0010214300301324,3412214342311324
4000200410030000,4132231412433421
0000000003200103,3214143243212143
0001024300044000,3421124323144132
0004040301320000,1324241341323241
1204301201200040,1234341241232341
3000104000004000,3421124323144132
3240000301344310,3241142321344312
0000003000410003,3412123423414123
0040100003020000,3241142343122134
2431310040120040,2431312443121243
0001002001000402,4231132421433412
1200001004003000,1243431224313124
0200000223141020,4231314223141423
0400012412000300,2431312412434312
0400004100304302,1423324121344312
0004103203210100,3214143243212143
0102241302300020,3142241312344321
0142420110002010,3142423114232314
0421213000100000,3421213442131342
2401000032004123,2431134232144123
2004302103400200,2134342113424213
0001000000102034,3241142343122134
1423304020004002,1423324121344312
0031000410000310,2431312412434312
0300040000040010,2341143231244213
0300023420130040,4321123424133142
0040001001040420,1342421321343421
0130300100024203,2134342113424213
2340000304021034,2341412334121234
2100001003004201,2143341213244231
0240042303002134,3241142343122134
2000104000040000,2431134232144123
0034002110020010,2134342113424213
0200000001003421,4213134221343421
0002320100000324,4132324124131324
1030040003404023,1234341223414123
0300000300002400,4312124331242431
0041010034001004,2341412334121234
3400010342010320,3412214342311324
0421013042100042,3421213442131342
3000003000202040,3412123441232341
3000241000304021,3142241312344321
0403002002000132,2413132432414132
0000310000401402,4213312423411432
2034400230400000,2134431232411423
1000432100002403,1234432131422413
0021000410000200,3421213413424213
0300000302100400,4321214332141432
0142003120000003,3142423123141423
4300104330200031,4312124331242431
0400000400121200,2431312443121243
0300103430000413,4321123431422413
4103230034001204,4123234134121234
0040400002000002,2143432132141432
4231300210030014,4231314214232314
0024400030000003,1324423134122143
0043000010000200,2143341213244231
0302020300300100,4312124324313124
3041100020000002,3241142321344312
0030340203000003,1234341223414123
0020000400001002,4123321424311342
4130030400211200,4132231434211243
0300400030201040,2314413234211243
2403300040201000,2413314243211234
0102004004101000,4132324124131324
0000013034010000,2314413234211243
0210140020404001,3214143221434321
0012210013004230,3412214313244231
2304040331004031,2314142331424231
0041002300004302,3241142321344312
3214010003020001,3214412313422431
0314400204201240,2314413234211243
2401012003101043,2431312443121243
0024000330000000,1324241332414132
0312100300013124,4312124324313124
4020004300003214,4321214314323214
1002240130044103,1342243132144123
1024241002010002,1324241332414132
0000000300040430,4321214332141432
0100001003204000,2143341213244231
0100020014032004,3142423114232314
0100200000033400,4132231412433421
1002200030100023,1342243132144123
0000002020103000,1234432124133142
3020200000000040,3124243143121243
3421200442100040,3421213442131342
3100421000400002,3124421323411432
0000003213200400,3241413213242413
4301100404003140,4321123424133142
0201000034002100,4231132434122143
4000302420000432,4213312423411432
2314013012400001,2314413212433421
0021003442101340,3421213442131342
0003230442013000,1423231442313142
0004042002131342,2134342142131342
0300200030004123,1342243132144123
2034431200230001,2134431214233241
1003300103000130,1243342123144132
0201000010002000,4231314214232314
2030000002000002,2134342142131342
0004400000201200,2314413234211243
0030030420003400,4231132421433412
4300104024303020,4312124324313124
4010024031042001,4312124331242431
0140001242000300,2143341242311324
0403000012344021,2413314212344321
0002103403004003,3412123423414123
0004103001400301,3214143221434321
0200003210202410,3241413213242413
0120000000100003,3124243143121243
0030032100002403,1234432131422413
4032304004000004,4132324124131324
2431100030044000,2431134232144123
2103000100020000,2143432114323214
0104040140131040,2134342142131342
0002403003040020,3142423123141423
2004431014030240,2134431214233241
3020400304022000,3124421314322341
1400020020044300,1423324121344312
0103002100000204,2143432114323214
0020321013020030,4123321413422431
4000001404010300,4123321424311342
0314100042303102,2314142342313142
4010012400320001,4213312414322341
0300023021400012,1324423121433412
0043000004023200,2143432114323214
2134400002001020,2134431232411423
2000000000004103,2431134232144123
1003020020004000,1423324121344312
1000031230242430,1243431231242431
0000310400000402,4213312423411432
0043030000000030,1243431231242431
0401024320044030,3421124323144132
2010310203011034,2413314243211234
0300203432000020,4312213432411423
0020000402300142,1423231442313142
3401120300004102,3421124323144132
2400300243210004,2413314243211234
0100000040020003,3124243143121243
0003000414002340,4213312414322341
2000042002001002,2134342142131342
0100300000030020,4132324124131324
4000004010000013,4132324113242413
0003002110323200,2143432114323214
1040302001020010,1243342141322314
0000020441000041,3412123441232341
0410103000000000,3412123423414123
0010000441030000,3412123441232341
0000000042013100,2314142342313142
0002103003014120,3412123423414123
2030400204200241,2134431214233241
0200000020000410,4231132421433412
0201002340102130,3241142343122134
4003000400011042,4123321424311342
3041000220031020,3241413224131324
2341002330121000,2341412334121234
0423001430000000,1423231431424231
0301103200033024,2341143242133124
1000420300010004,1342421334212134
0000132002000002,2413132432414132
3200100021004320,3214143221434321
0230004023141000,4231314223141423
0023004104120004,4123234134121234
0403010040001204,2413314243211234
2010130000004100,2413132432414132
0000300043001234,2413314243211234
0100000100100300,4132324124131324
0040043132004000,1342243132144123
1203002003040000,1243342123144132
3214412300010300,3214412324311342
0300010030001400,4321214332141432
2003030130040402,2143432132141432
1200401200000400,1243431231242431
0020003100000010,1324423121433412
3240000224131000,3241413224131324
1304400000022143,1324423134122143
0000300200001030,2413314243211234
1002000304000134,1342421334212134
1040200000100023,1342243132144123
4000024020100304,4132324124131324
0040003210042400,3241413213242413
0010103000430000,3214143221434321
3010402303400030,3214412313422431
0002013004000001,4312213414233241
4103200034101004,4123234134121234
0143030004000210,2143432114323214
0000023023400020,3412123423414123
3120020300300301,3124421314322341
0020000000420400,4123321413422431
0200002041320314,1243342141322314
1003300001002300,1243342141322314
1023020001344300,1423324121344312
0012200313200000,3412214313244231
2100402032001430,2143432132141432
0004340042031340,2134342142131342
1300240000323040,1324241341323241
3400104300140002,3421124323144132
3140001000010030,3142241343211234
2040432110023200,2143432114323214
0040002004300014,2143432114323214
1000340141020004,1243342141322314
0003431000040031,1243431231242431
2003304002304300,2413314212344321
0000402004100034,2341412334121234
1034000104003040,1234432124133142
0030004240203004,2431134241233214
0010012004000342,3214412324311342
3000120003000000,3421124323144132
0000012012343412,2341412312343412
3041102000020104,3241142343122134
0000102020304310,3241142321344312
0312124300013100,4312124324313124
3201410003000003,3241413213242413
0000020020000021,1432321421434321
0002030042033020,1432234142133124
3400000313204001,3412214313244231
4000030004011243,4132231434211243
0410000432400000,2413132432414132
2103300003204231,2143341213244231
0001000000140032,3421124323144132
0203000000012004,4213134234212134
0000004040120000,1423324143122134
0001400010040010,2341412312343412
3004040100020243,3124243143121243
0040002021004000,3241142321344312
0000000200200203,2341143231244213
3004021320400402,3124421323411432
3042000300211030,3142241343211234
0430010002004010,2431312412434312
0020321000310342,4123321424311342
0000103000202000,3412123441232341
0010143043012040,3214143243212143
4020020404100002,4321123424133142
0201004200141023,4231314223141423
0042001000040401,1342421321343421
0100301010200231,2143341213244231
0400102400400130,2413132432414132
0001010000021230,2341412334121234
0400000023014103,3412123423414123
0402034000200000,1432234131244213
4302003030411003,4312213432411423
4012100004000000,4312124324313124
0310020024000020,4312124324313124
0030100021000010,4231132421433412
3100003014230300,3142423114232314
0042420000140423,3142423123141423
0030000000040103,2431134232144123
3200000200400020,3214143221434321
0100341013204031,2143341213244231
4000020100002000,4132324113242413
4000200030011203,4132231434211243
0000412300000000,3214412324311342
0020231001404000,1423231431424231
3400200010000203,3421213413424213
0040423100041400,3142423123141423
0004140021400320,3214143221434321
0230310210002004,4231314214232314
0134042000024010,2134342113424213
0000030131000200,1432234131244213
1034432004000000,1234432124133142
4030030001003002,4231132421433412
2001130000040003,2431134232144123
1302401030200104,1342421334212134
0300100024003100,4321123424133142
1023320003100104,1423324143122134
2001410034121004,2341412334121234
1002040000000020,1342243132144123
0003000001004031,1423231431424231
0003030000023241,2413132441323241
0200042123140102,1243342123144132
0302421004210104,1342421334212134
0030000421400020,1432321421434321
0003004001300310,1423324121344312
4120000000020004,4123234134121234
3204000303400031,3214412313422431
3001413004131300,3241413224131324
0201142001340310,3241142321344312
4030320100100304,4132324124131324
0420124340300300,3421124341322314
0010130000000021,4213134221343421
0010004002001300,3412214342311324
1002001030012004,1342421334212134
0004002001420000,1234432131422413
1342421000200030,1342421334212134
3000000010004012,3124243112434312
0104000000020003,3124243143121243
0000314003210030,2413314243211234
0040400330021234,2341412334121234
0020040341003000,1324241341323241
0100302142031042,2134342142131342
0000000230010240,2314413234211243
4100024024001020,4132324124131324
2040300040010320,2143341242311324
1000400100000003,1324423134122143
0210100204200104,4213134234212134
1300000300002104,1342421334212134
0000004004031000,4132324124131324
0100301000240000,2143341213244231
0031032401430402,4231132421433412
1430200000030000,1432234142133124
1000040000404123,1234341223414123
0013034220040401,4213134221343421
0040001321043020,1342421321343421
2003000114303214,2143432114323214
2004100302310000,2314142342313142
0003230010040410,4123234112343412
3140020110002310,3142423114232314
0243302003044100,1243342123144132
3001013010000000,3421213413424213
4000032030122100,4231132434122143
1200042023044030,1243342123144132
1234030001002013,1234432131422413
4000012004020041,4213312414322341
0012213000003241,4312213414233241
2013030440023000,2413132441323241
0230300220410003,1234341223414123
3102003003040000,3142423123141423
0341043031200010,2341143231244213
0302020324010100,4312124324313124
0030102004102003,4231132434122143
0004030000022403,1234432131422413
0120001013402001,4123321413422431
0004003100102040,1324423134122143
1000043032040003,1342243132144123
3120420000401432,3124421323411432
3200102320004312,3241142321344312
0042020000202100,1342421334212134
4000030020030000,4231132421433412
4213100030202104,4213134234212134
0000320000000021,1432321421434321
4100200102303402,4123234112343412
0000010403010030,4213312423411432
0032300440210143,1432321443212143
0012003000411403,4312213432411423
0010300404020040,4213312414322341
0010014200004020,2413314212344321
0030200434000003,4132231434211243
1004000001022400,1234432131422413
0300023020403400,1324423121433412
4010200014000000,4312213414233241
3004200143121000,3124243143121243
0024000332400000,1324241332414132
0320010000000200,4321214314323214
0000340100000040,2134342142131342
0140430102141400,2143432132141432
0001010023141000,4231314223141423
2003340003040230,2143341213244231
0203010020010000,4213312423411432
0020000004302301,3124421314322341
1432230100003024,1432234142133124
0320400020003400,1324423121433412
1302400000340021,1342421321343421
0100000304300001,3124421314322341
0100400000001423,3142423123141423
0000003000030204,1342243141233214
0000004200003400,4213134221343421
2430002010034302,2431312412434312
0104000100131300,2134342142131342
3100021010002300,3124421314322341
0030300420004300,1432321421434321
0042003000000010,1342243141233214
0004000010002030,3214412313422431
3004003040000140,3214143243212143
0000402324010042,3214412324311342
0020013400100040,3421213442131342
1400004100000120,1432234142133124
0001002000020100,3241142343122134
1320000332414100,1324241332414132
0230002120030102,1234432124133142
0204341001200340,1234341241232341
3000004003204200,3412214313244231
0000020003402001,4123321413422431
1324000032404102,1324241332414132
3100201000004021,3142241312344321
4020200300101432,4321214332141432
0002230434010000,4132231434211243
0210030220003000,4213134221343421
4030000200032310,4231314214232314
0013104201340401,4213134221343421
0000000003101023,3142423123141423
1304000300300001,1324241341323241
0400120000030041,3412123441232341
0140020003041403,3142423123141423
0000000030420003,4321123431422413
1024020030022043,1324423134122143
3004040100120000,3124243143121243
0140023003041020,3142423123141423
3210002310020000,3214412313422431
0020000000120040,1324423134122143
0000032130000000,1234432131422413
4300020430400403,4321123431422413
0102000003001000,3142241343211234
1340401004010000,1342421334212134
0200310010032014,4231314214232314
0013034000202034,4213134234212134
0421200402130000,3421213442131342
0030300000021040,2431312443121243
0200012304311042,3214412324311342
0400301003200140,1432321443212143
3000400300020001,3124421314322341
0200000204002134,4213134234212134
0030001410400021,4132231412433421
0013314000010000,2413314243211234
3012204300200200,3412214313244231
4001000000030410,4231132421433412
1243340140002004,1243342141322314
1320420034022040,1324423134122143
0204032004133042,1234432124133142
2000143031004200,2341143231244213
0040040310040001,3142241312344321
0040420123000003,3142423123141423
